Recording ID,Recording ISRC,Party ID,Party Full Name,Party Role
690467556,GBAYC9003684,821086,Kurt Masur,Contributor
261059218,ES5889800250,261059409,Núria Tomás,Contributor
1591862246,GBURZ1003449,222560,Astor Piazzolla,Contributor
875568024,USCGJ1496586,864523961,DJ Calosepher,Contributor
1452590034,DEF058400993,4787205,Wolfram Christ,Contributor
941388415,QM7281454809,353667387,Morano,Contributor
1259948648,ITO101624020,1259948622,Uni Time Rec,Contributor
1603995854,QM42K2277336,1565408523,Patrick Van Dooren,Contributor
1587877514,AEA142105604,160709650,Marwan Khoury,Contributor
1482020576,GBGLR0700123,6003289,The Revillos,Contributor
610698429,GBBLY1300855,541984,The Selecter,Contributor
1449735229,USRC10600420,259398,Christina Aguilera,Contributor
582387430,GBRWR1100009,490110968,Polluted Mindz,Contributor
1093039534,GBKQU1630994,499665331,Milty Evans,Contributor
927293817,USV351441232,79120,Mary Lou Williams,Contributor
1627033745,QZK6Q2260804,1627022565,Ben Rohy,Contributor
1434885912,QZ5FN1802892,980810216,KingTouch,Contributor
261355528,USRC10600420,259398,Christina Aguilera,Contributor
569108561,USRC10600420,259398,Christina Aguilera,Contributor
1270105292,ITO101759923,1045990674,Aromatic Sense,Contributor
697403760,GBAYE7900588,2321681,Gloria Jones,Contributor
1666652530,US83Z2301607,1604673895,Lenz (DE),Contributor
1606061276,QZPLR2098560,1282036059,The Lost Chords,Contributor
976965480,USGN61501002,298136965,The Original Hit Makers,Contributor
1507686873,QZDA72068471,1193743151,Eric Frye,Contributor
258166021,NLF710400194,5310402,O.C.,Contributor
1488899147,QMFME1913046,1488899142,morisyotaro,Contributor
1526603000,QM7281827193,157077066,Edmundo Arias y Su Orquesta,Contributor
890184793,USRC10600420,259398,Christina Aguilera,Contributor
332164246,USBHD0901453,328221824,Tamara J,Contributor
251385127,NLF710400194,5310402,O.C.,Contributor
1584780537,GBLWD0313906,13641912,Lillian Watson,Contributor
907458094,NLF710400194,5310402,O.C.,Contributor
1525414164,DELK11900015,947283986,The Bitzpan,Contributor
1519572280,SE6HN2089494,1515780556,Direwolf Music,Contributor
890048514,USDHM1412940,818279943,T-Trick,Contributor
822011684,MXF550805902,261133075,Banda Los Dorados,Contributor
1147187310,DKQ2A0500302,56910310,Varano,Contributor
1604001384,US7VG2220785,1575807099,JoanPierre,Contributor
1194661327,QZ6P91608044,982125515,Sexy Lovers Music Collection,Contributor
1464121236,INS189611189,573681975,Bhikhudan Charan,Contributor
1584833674,QZMEP2143534,981706583,The Great Discord,Contributor
429684367,SEWDL0311609,18993,Johnny Paycheck,Contributor
272272835,SEWDL0311609,18993,Johnny Paycheck,Contributor
410902073,US4R31018288,827603,George Beverly Shea,Contributor
1479381608,DEA810901090,14599214,Heino,Contributor
1390300583,USDY41896085,1125391769,Little Ditto,Contributor
1646543847,QZNWW2247880,1494632848,5god.2020,Contributor
1650351333,VNA0F2124553,1649677095,Nhóm nhạc BH,Contributor
1634494144,QZK6F2238609,1537917737,Del Thompson,Contributor
1619973053,QZ8252015944,1518620781,Clayton Oberon,Contributor
1264725109,DEW871701137,282217759,Jah Sound,Contributor
1436745057,US3DF1827960,1106110754,Alex,Contributor
1468187779,TCAEG1965038,1491801415,Dad,Contributor
1599206699,QZS632190865,1594860268,Jesse Gendall,Contributor
1170494188,DEA810901090,14599214,Heino,Contributor
1644427519,QZTRX2210932,1630343813,Swinging Moon,Contributor
1649181827,QZRP42237752,1640506085,Murda 34,Contributor
1415099281,CZA169399154,290108127,František Jílek,Contributor
1593070059,QZNWW2161270,1158707622,DeyCallMeDog,Contributor
581462511,SEWDL0718404,215082713,Carlos Moerdijk,Contributor
1572054931,QZGWX2213363,1440433192,Prozac Pride,Contributor
1021363795,USCWA0404724,156447277,Kimberly Marshall,Contributor
1648658447,USHM92250811,1648656591,Glass Touch,Contributor
726169422,DEAR41343933,299880176,Maiwald,Contributor
122044134,USDZK0600031,122044098,EG Kight,Contributor
296697331,USX7N0841750,2576225,Count Basie and His Orchestra,Contributor
1572878888,USHM22196686,1532990454,Mordev,Contributor
258166021,NLF710400194,208347023,Nick Beman,Contributor
1511756676,DEB631939832,81749963,Anarchy,Contributor
1674558805,QM4TX2311727,1550275558,Kamal Rawat,Contributor
1412833748,DEM121800001,118611978,Grünschnabel,Contributor
1519466968,USHM22096393,1278417669,Grace Brancale,Contributor
1308729866,JPCO09828050,103911649,Maiko Takigawa,Contributor
1440826426,USPO18700102,569363,N.W.A,Contributor
1662452317,IDA181218906,129319900,Kahitna,Contributor
1452281401,DEF058400993,285980,Lorin Maazel,Contributor
1587634940,QZNWQ2177474,1587630901,Wanda Rosario,Contributor
1589467175,USRC12103062,740689353,Maxo Kream,Contributor
345558259,JPCO09828050,103911649,Maiko Takigawa,Contributor
259472576,NLF710400194,208347023,Nick Beman,Contributor
1540380750,DEKB71634250,39868940,Gabee,Contributor
1452530327,GBF076700600,468294459,Engelbert Humperdinck,Contributor
1570336193,USRE19600087,151329,Chris Isaak,Contributor
1569319919,AEA0Q2123172,1566686936,Mac Rockelle,Contributor
959850979,RUA491506560,562778849,Evaggelos Sokorelis,Contributor
960323657,ITBI31100151,253542600,Brazilian Love Affair Project,Contributor
1450203758,DEM121800001,118611978,Grünschnabel,Contributor
1650639768,QZNMX2258422,1541725068,Hr Tayk,Contributor
1676534266,QZHN92113617,1625344864,Partu Nico Valenzuela,Contributor
1459152252,DEM121800001,118611978,Grünschnabel,Contributor
1615098438,USUM72016220,1416913037,Guaynaa,Contributor
1592679263,USUM72016220,1432882691,Lele Pons,Contributor
1461710280,GBLLH1901505,893298761,Zoco Duo,Contributor
1452841538,GBUM70710573,95757753,The Royal Scots Dragoon Guards,Contributor
1660548604,USUM72016220,1432882691,Lele Pons,Contributor
1421998768,QZDA71876053,1421601169,Outcome Variables,Contributor
1615098438,USUM72016220,1432882691,Lele Pons,Contributor
1575575369,USUM72016220,1432882691,Lele Pons,Contributor
1598635065,DEN120104118,7669720,Howard Carpendale,Contributor
1600168029,USUM72016220,1416913037,Guaynaa,Contributor
1559653252,USUM72016220,1416913037,Guaynaa,Contributor
1602243082,USUM72016220,1432882691,Lele Pons,Contributor
1569888445,USUM72016220,1416913037,Guaynaa,Contributor
1597800782,USUM72016220,1416913037,Guaynaa,Contributor
1647088175,USUM72016220,1416913037,Guaynaa,Contributor
1613393865,USUM72016220,1416913037,Guaynaa,Contributor
1570703638,USUM72016220,1432882691,Lele Pons,Contributor
1583866974,USUM72016220,1416913037,Guaynaa,Contributor
1635826369,QZMEM2288720,1462534614,October,Contributor
1619555974,USUM72016220,1416913037,Guaynaa,Contributor
1601606782,ITZ072037394,1120984706,Kaylee Smith,Contributor
1645704928,QZNWX2287373,75073717,The Ants,Contributor
1628211387,USUM72016220,1432882691,Lele Pons,Contributor
1561702789,USUM72016220,1416913037,Guaynaa,Contributor
1523293812,NLP761900108,1462923920,Sinterklaasliedjes Alles Kids,Contributor
1585972251,NLP761900108,1462923920,Sinterklaasliedjes Alles Kids,Contributor
1642389189,USUM72016220,1432882691,Lele Pons,Contributor
1599734171,TCAFY2129941,1095644125,Johny Cola,Contributor
1559624042,USUM72016220,1416913037,Guaynaa,Contributor
1634732779,USUM72016220,1432882691,Lele Pons,Contributor
1601739720,USUM72016220,1416913037,Guaynaa,Contributor
1588820287,USUM72016220,1416913037,Guaynaa,Contributor
1606432039,USUM72016220,1416913037,Guaynaa,Contributor
1609321871,USUM72016220,1416913037,Guaynaa,Contributor
1452252749,GBF079041507,3427721,Barry Tuckwell,Contributor
215147262,GBKRT0711421,85183517,Sabri Brothers,Contributor
1610237783,QZHN92084401,1461500787,Bill Vibez,Contributor
1653038609,DEN120104118,7669720,Howard Carpendale,Contributor
1649127804,USUM72016220,1432882691,Lele Pons,Contributor
1586953205,QZS642124204,1575137932,Glenn Dawson,Contributor
1647088175,USUM72016220,1432882691,Lele Pons,Contributor
1599585766,USUM72016220,1432882691,Lele Pons,Contributor
1559636919,USUM72016220,1432882691,Lele Pons,Contributor
1612708123,USUM72016220,1432882691,Lele Pons,Contributor
1586872150,USUM72016220,1432882691,Lele Pons,Contributor
1573467924,USUM72016220,1432882691,Lele Pons,Contributor
1512782659,SEWDL0718404,185770905,Emmy Verhey,Contributor
1608441807,USUM72016220,1432882691,Lele Pons,Contributor
1486446720,SEUM71900877,882489454,Violet Days,Contributor
1610215152,USUM72016220,1432882691,Lele Pons,Contributor
1604459131,USUM72016220,1416913037,Guaynaa,Contributor
1567120983,USUM72016220,1432882691,Lele Pons,Contributor
1636390185,USUM72016220,1432882691,Lele Pons,Contributor
1577436588,USUM72016220,1416913037,Guaynaa,Contributor
1623489523,USUM72016220,1432882691,Lele Pons,Contributor
1564478602,USUM72016220,1432882691,Lele Pons,Contributor
1560873907,USUM72016220,1432882691,Lele Pons,Contributor
993911075,GBJAL1400050,153148883,Icone,Contributor
1651730088,USUM72016220,1432882691,Lele Pons,Contributor
1602383685,USUM72016220,1432882691,Lele Pons,Contributor
1653881444,DEN120104118,7669720,Howard Carpendale,Contributor
1642389189,USUM72016220,1416913037,Guaynaa,Contributor
1588752494,NLP761900108,1462923920,Sinterklaasliedjes Alles Kids,Contributor
1635810562,NLP761900108,1462923920,Sinterklaasliedjes Alles Kids,Contributor
1642560414,USUM72016220,1416913037,Guaynaa,Contributor
1620464198,MXF366107500,251552915,Flor Silvestre,Contributor
1452309269,GBUM70710573,95757753,The Royal Scots Dragoon Guards,Contributor
1652099049,USUM72016220,1432882691,Lele Pons,Contributor
1645601100,USUM72016220,1432882691,Lele Pons,Contributor
1559653252,USUM72016220,1432882691,Lele Pons,Contributor
1637479453,USUM72016220,1432882691,Lele Pons,Contributor
1106151011,BGA140601188,19357187,Sergiu Schwartz,Contributor
1619423612,USUM72016220,1416913037,Guaynaa,Contributor
593117332,GBEXJ0400001,62916927,Daniel O'Donnell,Contributor
1575653207,USUM72016220,1432882691,Lele Pons,Contributor
1636341108,USUM72016220,1432882691,Lele Pons,Contributor
1567279607,USUM72016220,1432882691,Lele Pons,Contributor
1561688164,USUM72016220,1416913037,Guaynaa,Contributor
1570517535,USUM72016220,1416913037,Guaynaa,Contributor
1613393865,USUM72016220,1432882691,Lele Pons,Contributor
1556925130,USUM72016220,1432882691,Lele Pons,Contributor
1613579637,USUM72016220,1416913037,Guaynaa,Contributor
1652561197,DEN120104118,7669720,Howard Carpendale,Contributor
1577179024,QMFME2141862,798794443,Turbokitchen,Contributor
1607120376,QZPJ32138056,1468323716,zzz - Anime on Piano,Contributor
1304432430,GBAYC9003684,2596317,Michel Béroff,Contributor
1653863673,USUM72016220,1432882691,Lele Pons,Contributor
1651659724,ITS582261231,1571549043,Romeo Senza Giulietta,Contributor
1568613281,USUYG1186545,496894663,Q Money,Contributor
1610032662,USUM72016220,1416913037,Guaynaa,Contributor
1584254649,MXF366107500,251552915,Flor Silvestre,Contributor
1577446585,USUM72016220,1416913037,Guaynaa,Contributor
1580655131,USUM72016220,1416913037,Guaynaa,Contributor
1601742268,USUM72016220,1432882691,Lele Pons,Contributor
1611435288,USUM72016220,1416913037,Guaynaa,Contributor
1512783169,SEWDL0718404,185770905,Emmy Verhey,Contributor
1571994185,USUM72016220,1432882691,Lele Pons,Contributor
1635451403,USUM72016220,1432882691,Lele Pons,Contributor
1619019483,USUM72016220,1416913037,Guaynaa,Contributor
396827110,USHM91019262,396641763,Isaih,Contributor
1489447547,TCAEN1981368,1489447281,Alyssa Oeder,Contributor
1436598061,QZAPG1813878,1330985827,Out of Status,Contributor
395280688,USBHD0901453,48458805,Fonzworth Bentley,Contributor
1526929068,QZK6Q2022817,1105142558,LG (TEAM GENIUS),Contributor
1636552208,USUM72016220,1416913037,Guaynaa,Contributor
1610971702,USUM72016220,1432882691,Lele Pons,Contributor
1448575940,GBEXJ0400001,62916927,Daniel O'Donnell,Contributor
1541881635,USUM72016220,1432882691,Lele Pons,Contributor
1574976873,USUM72016220,1416913037,Guaynaa,Contributor
1495489414,MXF366107500,251552915,Flor Silvestre,Contributor
1564858717,USUM72016220,1416913037,Guaynaa,Contributor
1591098557,USUM72016220,1432882691,Lele Pons,Contributor
1613553166,ITZ072037394,1120984706,Kaylee Smith,Contributor
1589099044,USUM72016220,1432882691,Lele Pons,Contributor
1572669911,USUM72016220,1416913037,Guaynaa,Contributor
1575435871,USUM72016220,1432882691,Lele Pons,Contributor
1559650026,USUM72016220,1416913037,Guaynaa,Contributor
1676534266,QZHN92113617,1519055977,Nahu Baby,Contributor
690991331,GBAYC9003684,2596317,Michel Béroff,Contributor
1623477826,USUM72016220,1432882691,Lele Pons,Contributor
1616744948,USUM72016220,1432882691,Lele Pons,Contributor
1611464002,USUM72016220,1416913037,Guaynaa,Contributor
1625788386,USUM72016220,1432882691,Lele Pons,Contributor
571810968,US9931200070,75007,Arturo Sandoval,Contributor
1601335394,USUM72016220,1432882691,Lele Pons,Contributor
1579351666,NLP761900108,1462923920,Sinterklaasliedjes Alles Kids,Contributor
1648216317,USUM72016220,1416913037,Guaynaa,Contributor
1660546802,USUM72016220,1416913037,Guaynaa,Contributor
1481137220,QZHZ31957782,1458757330,Sairi Castañeda,Contributor
1631902203,USUM72016220,1416913037,Guaynaa,Contributor
540992078,DEH141200418,5580414,Christopher Robson,Contributor
1635830491,NLP761900108,1462923920,Sinterklaasliedjes Alles Kids,Contributor
1563871246,USUM72016220,1432882691,Lele Pons,Contributor
1645601100,USUM72016220,1416913037,Guaynaa,Contributor
1559662393,USUM72016220,1416913037,Guaynaa,Contributor
1645959971,USUM72016220,1432882691,Lele Pons,Contributor
1564852509,USUM72016220,1432882691,Lele Pons,Contributor
1565538980,ITZ071913025,1460721366,The Subtled Body,Contributor
694144414,GBAYC9003684,4720761,Gewandhausorchester,Contributor
1443352900,FRUM70803295,128458022,Régine,Contributor
1144935702,INN241602007,577895860,Kaushik Bhojak,Contributor
818793986,US6DR1201805,559922860,Dom La Nena,Contributor
1671346315,QZDA52379322,488705865,Jeramiah Red,Contributor
1159366254,DEBQ71600068,412560340,Nachtbraker,Contributor
1495102437,SE5BU2022084,1495102432,Matteo Lanzy,Contributor
1000081345,USCGJ1577246,644817012,YGTUT,Contributor
1232182781,FR2X41786299,433137048,Leonard Lasry,Contributor
1455115166,GBMJG1904703,1453915363,False Bliss,Contributor
272021175,USTC30791361,259831218,Clubland,Contributor
1543327660,DELM41902011,503760706,Santos Devana,Contributor
1571797929,ITZ071913025,1460721366,The Subtled Body,Contributor
642772457,AURN00609533,108234296,Mary Duff,Contributor
1377794469,GBLFP1847680,1263038464,DJ SilverDarling,Contributor
1639158229,IND862200488,1468055408,Nandlal Chhanga,Contributor
1087365589,GBLLT1602811,294483,Carlos Gardel,Contributor
691951860,GBAYC9003684,4720761,Gewandhausorchester,Contributor
1635140288,KRRAT1668528,1052671627,장현준,Contributor
1580415534,QZAMM2182476,1578466246,Farley's Wish,Contributor
1466909345,AUBEC1908638,1609676690,Marinho,Contributor
1094217278,PLL431915794,261208367,Chillout,Contributor
1609109388,USF095700210,117272,Oscar Peterson Trio,Contributor
1648673563,SE6XY2290826,1644181364,DanielTheProducer,Contributor
1460542694,GBKQU1921437,898157961,Drum Planet,Contributor
1639413846,QZMER2244179,950532764,Skizzy Skitzo,Contributor
1579246892,QZK6J2142140,1556275687,Wandering River,Contributor
540992078,DEH141200418,4572293,Bavarian State Orchestra,Contributor
1646696759,TCAGM2249929,1645661157,Vəxedkid,Contributor
1548740709,QZFYY2136095,1496053475,Hephty,Contributor
791411206,USELN1310079,791411195,Johnny Noise,Contributor
1641026348,KEUM77600241,1461445077,The T.B. Eagles,Contributor
193282279,NLD010500009,159424959,René Riva,Contributor
1039944087,NLMN21100012,80061975,Darryl,Contributor
1642509707,GBLLT2238993,1564733584,The Fairy Sisters,Contributor
1253037513,FR59R1769804,463587064,Cardel,Contributor
1498955109,FR10S2025588,1206741918,NILETTO,Contributor
1447246377,GBKPL1832783,1386130337,evrdo,Contributor
1639449223,QMBZ92254517,497885851,Los Hijos De Hernández,Contributor
1452230413,GBUM70710573,27944060,The Czech Film Orchestra,Contributor
633101969,NOUM71001087,296478675,Harrys Gym,Contributor
1309060565,USSM10500457,654568,The Raveonettes,Contributor
1536187349,QZMEP2052148,1536051561,The Hi-Watts,Contributor
1502714235,SE5752071430,1475103635,Lefty,Contributor
1619459729,TCJPR2254115,1617940280,Crepsley,Contributor
1486609103,TR0760601515,1030146646,Asım Mırık,Contributor
1616077375,MXF068800129,20022288,Los Leones del Norte,Contributor
956859224,BED901430002,1600286802,Rebel,Contributor
1446929696,USF095700210,117272,Oscar Peterson Trio,Contributor
1528861501,QZK6L2013434,1528859507,Panaeolus,Contributor
1652788001,US25X2203905,1312038117,J0eru,Contributor
1655043912,AEA2W2219232,1635562006,decreasecomplex,Contributor
1603888079,QZS652100167,1580421006,Kidd Kerenza,Contributor
809077937,DEBY71200520,279401647,Black Rabbit,Contributor
1229324955,USCGJ1795950,408018532,Marcia J Ball,Contributor
1628870129,QZMHK2251755,254507840,MTK,Contributor
1092026883,GBLFP1577978,1070134062,The Dh Project,Contributor
1647127275,JP92N2259344,1450610053,白目,Contributor
1445729765,NLA306600152,317264078,Q65,Contributor
588954078,ES98I1204304,588953886,Productor Martinez,Contributor
81309928,USDMG0521204,884327,Darden Smith,Contributor
1597297900,JPN292125952,1349315714,Eximo Blue,Contributor
1452570686,GBUM70710573,21937066,Cliff Masterson,Contributor
1629842075,USBB41400049,155449,Puff Daddy,Contributor
1469019390,DEAR41919799,1099779352,Nenad Lecic,Contributor
1638230814,GBAJE6400080,3186525,The Searchers,Contributor
205388584,DKAND9782107,205119314,Københavns Drengekor,Contributor
1607117691,USBB41400049,155449,Puff Daddy,Contributor
1659826403,USBB41400049,155449,Puff Daddy,Contributor
1625676218,USBB41400049,155449,Puff Daddy,Contributor
1400759062,DEW871804582,449392262,Cool People,Contributor
1548504051,USBB41400049,155449,Puff Daddy,Contributor
1348320974,DEW871704210,1265155113,Reveh & Drezza,Contributor
1665699893,USBB41400049,155449,Puff Daddy,Contributor
1621039606,USBB41400049,155449,Puff Daddy,Contributor
1559571614,USBB41400049,155449,Puff Daddy,Contributor
1614792417,USBB41400049,155449,Puff Daddy,Contributor
1635824786,NLP761900108,1449275882,Alles Kids,Contributor
1611174383,QZPQ72100074,1529376215,Parallel Voices,Contributor
1605584827,USBB41400049,155449,Puff Daddy,Contributor
1579325538,NLP761900108,1449275882,Alles Kids,Contributor
1452252749,GBF079041507,491158,Vladimir Ashkenazy,Contributor
1499121037,TCABW1487591,402793164,The Pollywogs,Contributor
1460916118,QZES71908935,1454006757,D'Antré,Contributor
1560587192,USJ3V2057227,1560586918,Scott Mamas,Contributor
1534229213,CA5KR1837829,1425306287,Bentata,Contributor
1605108388,USBB41400049,155449,Puff Daddy,Contributor
1517496741,SEXRZ2000816,395363567,Tuomo Haapala,Contributor
1563019162,USBB41400049,155449,Puff Daddy,Contributor
1476440186,QZFZ61980681,1476159721,Volo Ego,Contributor
1632920094,QZK6H2250130,1584515873,Linda Sophia,Contributor
1625317676,USBB41400049,155449,Puff Daddy,Contributor
1556701801,USBB41400049,155449,Puff Daddy,Contributor
1596693646,JPN292125952,1349315714,Eximo Blue,Contributor
1646419652,QZNMW2249630,1639714021,KF16,Contributor
1648516207,USBB41400049,155449,Puff Daddy,Contributor
1015895599,HRA048712008,562893778,SLAVKO CELIJA,Contributor
1279875824,DEW871704210,1265155113,Reveh & Drezza,Contributor
1620915408,QZHN62275917,940750201,Joey Banks,Contributor
1649775792,NLP761900108,1449275882,Alles Kids,Contributor
669306634,USBHD0901453,669306635,"Slimm Calhoun, Fonzworth Bentley",Contributor
877780700,ITR551413784,877780701,Massimo Traffano,Contributor
1625276957,USBB41400049,155449,Puff Daddy,Contributor
1530470724,QZK6K2066111,1434450292,Mexico 4,Contributor
1585660846,USBB41400049,155449,Puff Daddy,Contributor
1677393288,GX8KD2339496,335041872,Nemystic,Contributor
1435989898,GBAJE6400080,3186525,The Searchers,Contributor
1470154221,QZFYZ1923929,4906164,Subculture,Contributor
412341631,GRHR11037019,260025643,Σοφία Βέμπο,Contributor
1452595513,GBUM70710573,21937066,Cliff Masterson,Contributor
1059276429,GBLFP1555485,264275128,Revenant Dead,Contributor
1317978715,GBBHS8900404,266932389,Clive Harrison,Contributor
1568308812,USBB41400049,155449,Puff Daddy,Contributor
1676594819,USBB41400049,155449,Puff Daddy,Contributor
1556891726,USBB41400049,155449,Puff Daddy,Contributor
1571798836,FR9W12111404,1457389587,Orchestre des Frivolités Parisiennes,Contributor
1551061971,QZNMU2123024,1518019280,1kbackwood,Contributor
1644544895,ITS582107716,1492085682,Mauro Rawn,Contributor
995011607,QM6DC1516335,897379124,Grupo Anaconda Musical,Contributor
1608205942,USBB41400049,155449,Puff Daddy,Contributor
1384156494,GBCEJ1700369,80055467,The Fratellis,Contributor
1294764375,GBCEJ1700369,80055467,The Fratellis,Contributor
1556111576,QZFYK1900219,2586582,The Hall Sisters,Contributor
1541290789,AUMEV2026250,1498802316,Billboard Baby Lullabies,Contributor
567587838,ES18I1280011,90414839,Carlos Izaga,Contributor
1551294684,QZMHM2081008,257230692,Whitehall,Contributor
652072038,DEAR41325145,652072039,TheThrillers,Contributor
1452143893,DEF058400993,4787205,Wolfram Christ,Contributor
555916209,JPZ920809279,279314148,Phantasmagoria,Contributor
549883353,GBURZ1003449,222560,Astor Piazzolla,Contributor
258206913,NLF710400194,109142169,Ozgur Can,Contributor
1440750350,DEF058400993,4787205,Wolfram Christ,Contributor
1469141525,QZFYY1963711,1415515575,JetBoiDaGhxst,Contributor
1635316186,CAGPC2200003,1412523228,Fig5000,Contributor
1660627114,QZTB82296813,1639930262,B. D. Sooper,Contributor
497706617,GBPQM1200561,1553836711,Eddie Lee,Contributor
337824575,US6NJ0916303,337824559,Les Assassins,Contributor
1017965459,CAU111401210,1389417,Don Covay,Contributor
1444853339,AUNV01500698,86278199,Savage,Contributor
306567686,ATP130459205,319129,Robert Merrill,Contributor
1589675769,ITZ071962207,1456807259,Cleanse & Heal,Contributor
1489337471,GBLFP1993860,1323011306,Layback Thought,Contributor
1304432430,GBAYC9003684,821086,Kurt Masur,Contributor
1593686005,GBPQS2100195,1496344249,Perky Wires,Contributor
433120609,FRZ147802090,14354860,The Deller Consort,Contributor
1488901710,QZDFP1811214,1488901499,MFTH,Contributor
1563210474,ITZ071962207,1456807259,Cleanse & Heal,Contributor
1562379703,ITZ071962207,1456807259,Cleanse & Heal,Contributor
1452336246,DEF058400993,4787205,Wolfram Christ,Contributor
1597481058,QZPLS2104414,1494463704,Le Phénix,Contributor
4371451,USA370374058,4371440,Mariachi Los Caporales,Contributor
296291261,USRC10600420,259398,Christina Aguilera,Contributor
1408438655,JPR501822043,1408436811,Kyoko Kimura,Contributor
713681129,GRE011100050,18794922,Pashalis Terzis,Contributor
338086904,DEA580600864,338086901,ギュンター・ヴィッヒ,Contributor
1544430501,TCAFH2034519,1539257051,Miho Nomura,Contributor
1556800122,SE6A92131650,494441979,Fly Von,Contributor
1541945445,BXSSW1804950,1116216062,Nego Max,Contributor
606460143,DEC730400243,48987815,Frank Schöbel,Contributor
425541986,NLG620456169,121180,Hank Jones,Contributor
1619131282,QZHN42252555,1618798879,Pared Con Pared.,Contributor
1473844566,SE5751993364,1332660067,Shugaruzivert,Contributor
605742787,USRC10600420,259398,Christina Aguilera,Contributor
1462989952,QZES81989210,1120432561,Day Oshee Maatin,Contributor
1008081135,USRC10600420,259398,Christina Aguilera,Contributor
1447437475,USF095700210,439789905,Stan Getz,Contributor
300548583,AUDD30801889,15871626,Richard Tauber,Contributor
295105273,USRC10600420,259398,Christina Aguilera,Contributor
883602787,QMFMF1492902,212913994,Zigfrīds Muktupāvels,Contributor
553059842,USHM81249172,553059339,Abigail Spinner McBride,Contributor
1603643102,US3X50915723,27076397,CIV,Contributor
1001406813,QM6DC1516335,261005326,Trío Amanecer,Contributor
1314878866,GBSMU4318968,1050259623,Abel Soul,Contributor
1611271289,QZ5FN2270181,1176372510,Esauce,Contributor
1659157935,USL4Q2299080,1588714026,Cuarteto Valenciano,Contributor
1020149738,INV169100173,18038960,S. Janaki,Contributor
1378658355,USCXG1800240,72824,Sun Ra,Contributor
789802231,TCABS1359937,433886912,Future World Music,Contributor
557238781,USKC60712573,557238725,Kevin Beall,Contributor
1512513819,QZHZ32018829,1510429820,Okram,Contributor
1436745057,US3DF1827960,1292702835,DJ Da Vld,Contributor
881292319,FR6V82497694,1480844772,Ania,Contributor
324465061,USHM20968122,324465051,Ir. Triantafyllidis,Contributor
1628079395,SE6132246669,1481870159,MissAnGogol,Contributor
906660266,NLF710400194,5310402,O.C.,Contributor
1581449919,FRX452123799,881745691,Neha Raj,Contributor
286328796,USRC10600420,259398,Christina Aguilera,Contributor
1149563853,USHM21674632,1127900396,Fiction Department,Contributor
1648268869,QZS652207139,1461839645,Zyra,Contributor
1545293116,JPB602097372,1044961373,Blueberry Soda,Contributor
426238275,SEWDL0311609,18993,Johnny Paycheck,Contributor
1411959928,GBDGQ1121804,238354,Sir Colin Davis,Contributor
1637350632,QZMEP2297742,1631729404,Chris B,Contributor
326527861,CAA500926409,273905054,Damien Robitaille,Contributor
1544424956,INT202002517,528423301,Pradeep Kumar,Contributor
1542344837,USCGJ1942151,1471505662,Rosa Chemical,Contributor
310330719,GBKZV0825461,275688170,Esser,Contributor
1071091522,ITJ049700456,147939,Miss Jones,Contributor
1469019390,DEAR41919799,1451625102,Mariya Nesterovska,Contributor
935245401,USHM91451886,935245408,Konstantinos Karaboulas,Contributor
62220099,GBAJE0500445,539605,Motörhead,Contributor
656832865,ITC941300190,3686799,Atlantis,Contributor
1586030490,QZNMY2106299,1551735730,Nicholaflare,Contributor
1615628865,QZES72259964,1585197748,Ø7,Contributor
381854557,DEA580600864,298641563,Günter Wich,Contributor
1673136825,GBRDV0900095,294311891,Ghosts On Pegasus Bridge,Contributor
1645177563,GBAJE0500445,539605,Motörhead,Contributor
307422129,GBRDV0900095,294311891,Ghosts On Pegasus Bridge,Contributor
1585278633,JPR751500672,530019433,FIVE NEW OLD,Contributor
286917069,USA560711269,128943998,Ted Wulfers & Beggar's Bridge,Contributor
1600376304,USA2B2104355,79140394,Tyler Mitchell,Contributor
1631845533,ITC941300190,3686799,Atlantis,Contributor
1142286249,GBAJE0500445,539605,Motörhead,Contributor
1588290244,DEGD32000973,1438295873,Notorious Nasty,Contributor
1542854359,QZNWV2065565,1391294151,BYoungOTB,Contributor
557238781,USKC60712573,218085961,Dallas Symphony Chorus,Contributor
1206885813,DEKU31600092,94679687,Mighty Real,Contributor
1586684546,GBJKH0800281,266637937,Headtrip,Contributor
1638652469,QZMER2247013,1538330325,ShoTime Mainy,Contributor
932370134,ITBI31100151,253542600,Brazilian Love Affair Project,Contributor
1452590034,DEF058400993,285980,Lorin Maazel,Contributor
778849843,USMAC1400015,582588011,Makua Rothman,ComposerAuthor
1210019126,DEKU31600092,94679687,Mighty Real,Contributor
1472122648,GBF076700600,468294459,Engelbert Humperdinck,Contributor
1563025852,QZES92103178,1557087110,Brothers Bilgen,Contributor
1452383452,DEF058400993,579853,Berliner Philharmoniker,Contributor
1495104298,USXPN1100405,1495103735,Asher Tuil,Contributor
1670052474,GBF076700600,468294459,Engelbert Humperdinck,Contributor
1606365394,QZJG52276775,1576603493,BONI BEAT$,Contributor
596069239,DEOE81100181,4526227,Mouse On Mars,Contributor
1645949498,GBF076700600,468294459,Engelbert Humperdinck,Contributor
1387165330,USDY41878331,1386366447,Mario Bucio el Remington de Michoacan,Contributor
208151915,USHM80683402,1669538599,Organ Failure,Contributor
6007429,USA370359383,6007426,Sultans,Contributor
